p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Stefan Noesen,Right Wing,Forward,28,San Jose Sharks,480,Joel Kellman,Center,Forward,28,San Jose Sharks,380,223
Drake Caggiula,Center,Forward,0,No team,494,Jonathan Toews,Center,Forward,16,Chicago Blackhawks,1540,223
Jaccob Slavin,Defenseman,Defenseman,12,Carolina Hurricanes,1673,Joel Edmundson,Defenseman,Defenseman,8,Montréal Canadiens,1282,224
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,1206,Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1186,224
Bo Horvat,Center,Forward,23,Vancouver Canucks,1502,Jake Virtanen,Right Wing,Forward,23,Vancouver Canucks,938,224
Tyler Ennis,Center,Forward,22,Edmonton Oilers,1045,Chris Tierney,Center,Forward,9,Ottawa Senators,1320,224
Mario Ferraro,Defenseman,Defenseman,28,San Jose Sharks,1028,Marc-Edouard Vlasic,Defenseman,Defenseman,28,San Jose Sharks,1480,224
Logan Couture,Center,Forward,28,San Jose Sharks,1064,Tomas Hertl,Center,Forward,28,San Jose Sharks,935,225
Matt Nieto,Left Wing,Forward,28,San Jose Sharks,1006,Tyson Jost,Center,Forward,21,Colorado Avalanche,870,225
Sam Reinhart,Center,Forward,7,Buffalo Sabres,1544,Jimmy Vesey,Left Wing,Forward,10,Toronto Maple Leafs,915,226
Jonathan Drouin,Left Wing,Forward,8,Montréal Canadiens,443,Joel Armia,Right Wing,Forward,8,Montréal Canadiens,1092,228
Trevor Daley,Defenseman,Defenseman,0,No team,686,Filip Hronek,Defenseman,Defenseman,17,Detroit Red Wings,1636,229
John Tavares,Center,Forward,10,Toronto Maple Leafs,1420,Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,1141,229
J.T. Compher,Center,Forward,21,Colorado Avalanche,1207,Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,948,229
Troy Terry,Right Wing,Forward,24,Anaheim Ducks,756,Sam Steel,Center,Forward,24,Anaheim Ducks,1150,230
Brayden Point,Center,Forward,14,Tampa Bay Lightning,1394,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1249,231
Mikael Granlund,Center,Forward,0,No team,1187,Ryan Johansen,Center,Forward,18,Nashville Predators,1240,231
Mathew Barzal,Center,Forward,2,New York Islanders,1473,Anthony Beauvillier,Left Wing,Forward,2,New York Islanders,1389,231
Kyle Connor,Left Wing,Forward,52,Winnipeg Jets,1618,Andrew Copp,Center,Forward,52,Winnipeg Jets,1138,231
Nikita Zaitsev,Defenseman,Defenseman,9,Ottawa Senators,1353,Mark Borowiecki,Defenseman,Defenseman,18,Nashville Predators,983,231
Oskar Lindblom,Left Wing,Forward,4,Philadelphia Flyers,578,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,1174,232
Dan Hamhuis,Defenseman,Defenseman,0,No team,871,Mattias Ekholm,Defenseman,Defenseman,18,Nashville Predators,1690,232
Haydn Fleury,Defenseman,Defenseman,12,Carolina Hurricanes,624,Joel Edmundson,Defenseman,Defenseman,8,Montréal Canadiens,1282,232
Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,1003,Conor Sheary,Left Wing,Forward,0,No team,831,232
Zack Smith,Center,Forward,16,Chicago Blackhawks,600,David Kampf,Center,Forward,16,Chicago Blackhawks,972,232
Matt Calvert,Left Wing,Forward,21,Colorado Avalanche,743,Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,948,232
Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1316,Sam Steel,Center,Forward,24,Anaheim Ducks,1150,233
Nico Hischier,Center,Forward,1,New Jersey Devils,1162,Jack Hughes,Center,Forward,1,New Jersey Devils,1150,233
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1250,Teuvo Teravainen,Left Wing,Forward,12,Carolina Hurricanes,1368,233
Kris Russell,Defenseman,Defenseman,22,Edmonton Oilers,940,Matt Benning,Defenseman,Defenseman,18,Nashville Predators,586,234
Robert Thomas,Center,Forward,19,St. Louis Blues,978,Alexander Steen,Left Wing,Forward,19,St. Louis Blues,781,235
James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,1036,Tyler Pitlick,Center,Forward,53,Arizona Coyotes,769,235
Sonny Milano,Left Wing,Forward,24,Anaheim Ducks,782,Pierre-Luc Dubois,Center,Forward,29,Columbus Blue Jackets,1473,235
Roman Polak,Defenseman,Defenseman,0,No team,687,Esa Lindell,Defenseman,Defenseman,25,Dallas Stars,1738,235
Paul Stastny,Center,Forward,52,Winnipeg Jets,1338,Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,631,236
Mitchell Stephens,Center,Forward,14,Tampa Bay Lightning,454,Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1053,236
Torey Krug,Defenseman,Defenseman,19,St. Louis Blues,1432,Charlie McAvoy,Defenseman,Defenseman,6,Boston Bruins,1686,236
Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,1094,Alex Nylander,Left Wing,Forward,16,Chicago Blackhawks,821,237
Brendan Lemieux,Left Wing,Forward,3,New York Rangers,838,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,960,237
Tyler Seguin,Center,Forward,25,Dallas Stars,1564,Roope Hintz,Left Wing,Forward,25,Dallas Stars,953,237
Joakim Ryan,Defenseman,Defenseman,12,Carolina Hurricanes,670,Matt Roy,Defenseman,Defenseman,26,Los Angeles Kings,1294,237
Jared McCann,Center,Forward,5,Pittsburgh Penguins,1091,Dominik Simon,Center,Forward,20,Calgary Flames,922,238
Carter Verhaeghe,Center,Forward,13,Florida Panthers,487,Mitchell Stephens,Center,Forward,14,Tampa Bay Lightning,454,238
Frank Vatrano,Center,Forward,13,Florida Panthers,1079,Dominic Toninato,Center,Forward,52,Winnipeg Jets,517,238
Taylor Hall,Left Wing,Forward,7,Buffalo Sabres,1336,Jack Hughes,Center,Forward,1,New Jersey Devils,1150,239
Noel Acciari,Center,Forward,13,Florida Panthers,1115,Brett Connolly,Right Wing,Forward,13,Florida Panthers,1035,239
Tanner Pearson,Left Wing,Forward,23,Vancouver Canucks,1154,Jake Virtanen,Right Wing,Forward,23,Vancouver Canucks,938,239
Jonathan Marchessault,Center,Forward,54,Vegas Golden Knights,1279,Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1449,240
Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,1003,Sam Reinhart,Center,Forward,7,Buffalo Sabres,1544,240
John Carlson,Defenseman,Defenseman,15,Washington Capitals,1928,Jonas Siegenthaler,Defenseman,Defenseman,15,Washington Capitals,1024,240
Brady Skjei,Defenseman,Defenseman,12,Carolina Hurricanes,1449,Tony DeAngelo,Defenseman,Defenseman,3,New York Rangers,1440,240
Gustav Nyquist,Center,Forward,29,Columbus Blue Jackets,1394,Alex Wennberg,Center,Forward,13,Florida Panthers,1055,240
Jack Johnson,Defenseman,Defenseman,3,New York Rangers,1342,John Marino,Defenseman,Defenseman,5,Pittsburgh Penguins,1218,241
Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,1315,Max Jones,Left Wing,Forward,24,Anaheim Ducks,967,241
Brayden Schenn,Center,Forward,19,St. Louis Blues,1411,Robert Thomas,Center,Forward,19,St. Louis Blues,978,241
Marcus Johansson,Center,Forward,30,Minnesota Wild,1130,Jack Eichel,Center,Forward,7,Buffalo Sabres,1724,242
Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1053,Carter Verhaeghe,Center,Forward,13,Florida Panthers,487,242
Nathan Beaulieu,Defenseman,Defenseman,52,Winnipeg Jets,685,Anthony Bitetto,Defenseman,Defenseman,3,New York Rangers,812,242
Jimmy Vesey,Left Wing,Forward,10,Toronto Maple Leafs,915,Jack Eichel,Center,Forward,7,Buffalo Sabres,1724,243
Corey Perry,Right Wing,Forward,0,No team,782,Roope Hintz,Left Wing,Forward,25,Dallas Stars,953,243
James Neal,Left Wing,Forward,22,Edmonton Oilers,934,Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1829,243
Nick Suzuki,Center,Forward,8,Montréal Canadiens,1244,Nick Cousins,Center,Forward,18,Nashville Predators,883,243
Scott Laughton,Center,Forward,4,Philadelphia Flyers,730,Tyler Pitlick,Center,Forward,53,Arizona Coyotes,769,243
Gabriel Landeskog,Left Wing,Forward,21,Colorado Avalanche,1188,J.T. Compher,Center,Forward,21,Colorado Avalanche,1207,243
Ondrej Kase,Right Wing,Forward,6,Boston Bruins,978,Adam Henrique,Center,Forward,24,Anaheim Ducks,1346,243
Mikael Backlund,Center,Forward,20,Calgary Flames,1341,Sean Monahan,Center,Forward,20,Calgary Flames,1364,244
Alex Pietrangelo,Defenseman,Defenseman,54,Vegas Golden Knights,1895,Vince Dunn,Defenseman,Defenseman,19,St. Louis Blues,1183,244
Jordan Eberle,Right Wing,Forward,2,New York Islanders,1085,Brock Nelson,Center,Forward,2,New York Islanders,1524,245
Matt Dumba,Defenseman,Defenseman,30,Minnesota Wild,1598,Brad Hunt,Defenseman,Defenseman,30,Minnesota Wild,929,246
Jordie Benn,Defenseman,Defenseman,23,Vancouver Canucks,821,Christopher Tanev,Defenseman,Defenseman,20,Calgary Flames,1462,246
Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,907,Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1829,246
Brett Connolly,Right Wing,Forward,13,Florida Panthers,1035,Frank Vatrano,Center,Forward,13,Florida Panthers,1079,246
Damon Severson,Defenseman,Defenseman,1,New Jersey Devils,1678,Mirco Mueller,Defenseman,Defenseman,0,No team,910,247
Miles Wood,Left Wing,Forward,1,New Jersey Devils,902,Pavel Zacha,Center,Forward,1,New Jersey Devils,1116,248
Timo Meier,Right Wing,Forward,28,San Jose Sharks,1210,Tomas Hertl,Center,Forward,28,San Jose Sharks,935,248
Sidney Crosby,Center,Forward,5,Pittsburgh Penguins,869,Patric Hornqvist,Right Wing,Forward,13,Florida Panthers,894,248
Pierre-Luc Dubois,Center,Forward,29,Columbus Blue Jackets,1473,Emil Bemstrom,Center,Forward,29,Columbus Blue Jackets,719,249
Mikko Koivu,Center,Forward,29,Columbus Blue Jackets,856,Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,853,249
Ryan Strome,Center,Forward,3,New York Rangers,1462,Mika Zibanejad,Center,Forward,3,New York Rangers,1311,249
Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,1290,Nick Schmaltz,Center,Forward,53,Arizona Coyotes,1172,250
Jordan Martinook,Left Wing,Forward,12,Carolina Hurricanes,507,Brock McGinn,Left Wing,Forward,12,Carolina Hurricanes,898,250
Adrian Kempe,Center,Forward,26,Los Angeles Kings,1178,Dustin Brown,Right Wing,Forward,26,Los Angeles Kings,1311,250
Brock McGinn,Left Wing,Forward,12,Carolina Hurricanes,898,Lucas Wallmark,Center,Forward,16,Chicago Blackhawks,886,250
Corey Perry,Right Wing,Forward,0,No team,782,Denis Gurianov,Right Wing,Forward,25,Dallas Stars,872,250
Adrian Kempe,Center,Forward,26,Los Angeles Kings,1178,Alex Iafallo,Left Wing,Forward,26,Los Angeles Kings,1398,250
Kyle Palmieri,Right Wing,Forward,1,New Jersey Devils,1251,Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,905,250
Zack Smith,Center,Forward,16,Chicago Blackhawks,600,Ryan Carpenter,Center,Forward,16,Chicago Blackhawks,1003,251
Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1570,Jordie Benn,Defenseman,Defenseman,23,Vancouver Canucks,821,251
Nikita Zadorov,Defenseman,Defenseman,16,Chicago Blackhawks,1184,Samuel Girard,Defenseman,Defenseman,21,Colorado Avalanche,1554,251
William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1310,Mitchell Marner,Right Wing,Forward,10,Toronto Maple Leafs,1468,251
Nicklas Backstrom,Center,Forward,15,Washington Capitals,1290,Jakub Vrana,Left Wing,Forward,15,Washington Capitals,1076,252
Pierre Engvall,Left Wing,Forward,10,Toronto Maple Leafs,573,Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,1141,252
Nikita Gusev,Left Wing,Forward,1,New Jersey Devils,1044,Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,905,252
Tyler Bertuzzi,Left Wing,Forward,17,Detroit Red Wings,1416,Andreas Athanasiou,Left Wing,Forward,0,No team,910,252
Matt Grzelcyk,Defenseman,Defenseman,6,Boston Bruins,1300,Connor Clifton,Defenseman,Defenseman,6,Boston Bruins,459,254
Roman Josi,Defenseman,Defenseman,18,Nashville Predators,1921,Dante Fabbro,Defenseman,Defenseman,18,Nashville Predators,1218,254
Chad Ruhwedel,Defenseman,Defenseman,5,Pittsburgh Penguins,606,Juuso Riikola,Defenseman,Defenseman,5,Pittsburgh Penguins,500,254
Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,1420,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1249,255
Zach Sanford,Left Wing,Forward,19,St. Louis Blues,831,Robert Thomas,Center,Forward,19,St. Louis Blues,978,255
Michael Amadio,Center,Forward,26,Los Angeles Kings,892,Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1231,255
Patric Hornqvist,Right Wing,Forward,13,Florida Panthers,894,Bryan Rust,Right Wing,Forward,5,Pittsburgh Penguins,1215,256
Kyle Clifford,Left Wing,Forward,19,St. Louis Blues,793,Michael Amadio,Center,Forward,26,Los Angeles Kings,892,256
Frederik Gauthier,Center,Forward,0,No team,624,Dmytro Timashov,Left Wing,Forward,2,New York Islanders,390,256
Trevor Lewis,Center,Forward,0,No team,673,Michael Amadio,Center,Forward,26,Los Angeles Kings,892,257
Tanner Pearson,Left Wing,Forward,23,Vancouver Canucks,1154,Josh Leivo,Left Wing,Forward,20,Calgary Flames,580,257
Brad Richardson,Right Wing,Forward,18,Nashville Predators,805,Vinnie Hinostroza,Center,Forward,13,Florida Panthers,915,257
Frank Vatrano,Center,Forward,13,Florida Panthers,1079,Denis Malgin,Center,Forward,10,Toronto Maple Leafs,543,257
Jason Dickinson,Center,Forward,25,Dallas Stars,992,Corey Perry,Right Wing,Forward,0,No team,782,257
Victor Rask,Center,Forward,30,Minnesota Wild,451,Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,853,257
Libor Hajek,Defenseman,Defenseman,3,New York Rangers,449,Jacob Trouba,Defenseman,Defenseman,3,New York Rangers,1604,257
Shea Theodore,Defenseman,Defenseman,54,Vegas Golden Knights,1767,Brayden McNabb,Defenseman,Defenseman,54,Vegas Golden Knights,1482,257
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,1213,Nick Suzuki,Center,Forward,8,Montréal Canadiens,1244,257
David Pastrnak,Right Wing,Forward,6,Boston Bruins,1531,Jake DeBrusk,Left Wing,Forward,6,Boston Bruins,1062,258
Marcus Foligno,Left Wing,Forward,30,Minnesota Wild,874,Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,853,258
Nick Jensen,Defenseman,Defenseman,15,Washington Capitals,1245,Jonas Siegenthaler,Defenseman,Defenseman,15,Washington Capitals,1024,259
Nick Foligno,Left Wing,Forward,29,Columbus Blue Jackets,1401,Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,880,259
Anze Kopitar,Center,Forward,26,Los Angeles Kings,1622,Adrian Kempe,Center,Forward,26,Los Angeles Kings,1178,259
Radim Simek,Defenseman,Defenseman,28,San Jose Sharks,872,Mario Ferraro,Defenseman,Defenseman,28,San Jose Sharks,1028,259
Patrick Marleau,Center,Forward,28,San Jose Sharks,1058,Logan Couture,Center,Forward,28,San Jose Sharks,1064,259
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,1206,Patrick Marleau,Center,Forward,28,San Jose Sharks,1058,259
Connor McDavid,Center,Forward,22,Edmonton Oilers,1516,Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,907,260
Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,1300,Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1304,260
Carl Soderberg,Center,Forward,0,No team,1129,Christian Fischer,Right Wing,Forward,53,Arizona Coyotes,623,260
Tom Wilson,Right Wing,Forward,15,Washington Capitals,1389,Jakub Vrana,Left Wing,Forward,15,Washington Capitals,1076,262
Johnny Gaudreau,Left Wing,Forward,20,Calgary Flames,1391,Mikael Backlund,Center,Forward,20,Calgary Flames,1341,263
Brendan Smith,Defenseman,Defenseman,3,New York Rangers,714,Jacob Trouba,Defenseman,Defenseman,3,New York Rangers,1604,263
Christian Dvorak,Center,Forward,53,Arizona Coyotes,1248,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,1256,264
Carl Soderberg,Center,Forward,0,No team,1129,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,1256,264
Tom Wilson,Right Wing,Forward,15,Washington Capitals,1389,Lars Eller,Center,Forward,15,Washington Capitals,1261,264
Adam Henrique,Center,Forward,24,Anaheim Ducks,1346,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,725,264
Sean Walker,Defenseman,Defenseman,26,Los Angeles Kings,1412,Alec Martinez,Defenseman,Defenseman,54,Vegas Golden Knights,1115,264
Antoine Roussel,Left Wing,Forward,23,Vancouver Canucks,492,Jake Virtanen,Right Wing,Forward,23,Vancouver Canucks,938,264
Brent Seabrook,Defenseman,Defenseman,16,Chicago Blackhawks,611,Calvin de Haan,Defenseman,Defenseman,16,Chicago Blackhawks,581,264
Jay Beagle,Center,Forward,23,Vancouver Canucks,707,Tyler Motte,Center,Forward,23,Vancouver Canucks,451,265
Nate Thompson,Center,Forward,52,Winnipeg Jets,914,Nick Cousins,Center,Forward,18,Nashville Predators,883,266
David Krejci,Center,Forward,6,Boston Bruins,1194,Danton Heinen,Left Wing,Forward,24,Anaheim Ducks,986,266
Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,1342,David Perron,Left Wing,Forward,19,St. Louis Blues,1475,267
Gustav Nyquist,Center,Forward,29,Columbus Blue Jackets,1394,Nick Foligno,Left Wing,Forward,29,Columbus Blue Jackets,1401,267
Riley Nash,Center,Forward,29,Columbus Blue Jackets,784,Jakob Lilja,Left Wing,Forward,0,No team,366,267
Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,979,David Kampf,Center,Forward,16,Chicago Blackhawks,972,268
Dylan DeMelo,Defenseman,Defenseman,52,Winnipeg Jets,1230,Thomas Chabot,Defenseman,Defenseman,9,Ottawa Senators,2051,269
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,Ryan Carpenter,Center,Forward,16,Chicago Blackhawks,1003,269
Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,1094,Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,979,270
Mike Hoffman,Left Wing,Forward,0,No team,1218,Brett Connolly,Right Wing,Forward,13,Florida Panthers,1035,270
Jonathan Toews,Center,Forward,16,Chicago Blackhawks,1540,Alex Nylander,Left Wing,Forward,16,Chicago Blackhawks,821,271
Yannick Weber,Defenseman,Defenseman,0,No team,591,Roman Josi,Defenseman,Defenseman,18,Nashville Predators,1921,271
Joe Pavelski,Center,Forward,25,Dallas Stars,1250,Denis Gurianov,Right Wing,Forward,25,Dallas Stars,872,272
Deryk Engelland,Defenseman,Defenseman,0,No team,904,Jon Merrill,Defenseman,Defenseman,17,Detroit Red Wings,947,272
Anders Lee,Left Wing,Forward,2,New York Islanders,1373,Josh Bailey,Right Wing,Forward,2,New York Islanders,1202,272
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,Kirby Dach,Center,Forward,16,Chicago Blackhawks,953,272
Matt Martin,Left Wing,Forward,0,No team,584,Leo Komarov,Right Wing,Forward,2,New York Islanders,606,272
Kris Russell,Defenseman,Defenseman,22,Edmonton Oilers,940,Oscar Klefbom,Defenseman,Defenseman,22,Edmonton Oilers,1668,272
Alex Wennberg,Center,Forward,13,Florida Panthers,1055,Nick Foligno,Left Wing,Forward,29,Columbus Blue Jackets,1401,274
Trevor Lewis,Center,Forward,0,No team,673,Kyle Clifford,Left Wing,Forward,19,St. Louis Blues,793,274
Jake Gardiner,Defenseman,Defenseman,12,Carolina Hurricanes,1194,Trevor van Riemsdyk,Defenseman,Defenseman,15,Washington Capitals,728,276
Evander Kane,Left Wing,Forward,28,San Jose Sharks,1367,Timo Meier,Right Wing,Forward,28,San Jose Sharks,1210,277
Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1059,Jordan Staal,Center,Forward,12,Carolina Hurricanes,1250,277
Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,1010,Ilya Mikheyev,Right Wing,Forward,10,Toronto Maple Leafs,608,277
P.K. Subban,Defenseman,Defenseman,1,New Jersey Devils,1584,Mirco Mueller,Defenseman,Defenseman,0,No team,910,277
Phillip Danault,Center,Forward,8,Montréal Canadiens,1410,Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,1113,278
Gustav Nyquist,Center,Forward,29,Columbus Blue Jackets,1394,Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,880,279
Kyle Turris,Center,Forward,22,Edmonton Oilers,1008,Filip Forsberg,Left Wing,Forward,18,Nashville Predators,1125,279
Joe Pavelski,Center,Forward,25,Dallas Stars,1250,Jamie Benn,Left Wing,Forward,25,Dallas Stars,1219,279
Justin Braun,Defenseman,Defenseman,4,Philadelphia Flyers,1088,Robert Hagg,Defenseman,Defenseman,4,Philadelphia Flyers,779,279
Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,1094,Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,279
Troy Terry,Right Wing,Forward,24,Anaheim Ducks,756,Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,1440,280
Alex Iafallo,Left Wing,Forward,26,Los Angeles Kings,1398,Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1231,280
Troy Terry,Right Wing,Forward,24,Anaheim Ducks,756,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,725,280
Jimmy Vesey,Left Wing,Forward,10,Toronto Maple Leafs,915,Marcus Johansson,Center,Forward,30,Minnesota Wild,1130,280
Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,1440,Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,1315,280
Mark Scheifele,Center,Forward,52,Winnipeg Jets,1671,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1194,281
Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1449,Chandler Stephenson,Center,Forward,54,Vegas Golden Knights,964,282
James Neal,Left Wing,Forward,22,Edmonton Oilers,934,Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,907,282
Brandon Montour,Defenseman,Defenseman,7,Buffalo Sabres,1053,Rasmus Dahlin,Defenseman,Defenseman,7,Buffalo Sabres,1205,282
Zach Parise,Left Wing,Forward,30,Minnesota Wild,1256,Mats Zuccarello,Right Wing,Forward,30,Minnesota Wild,1071,282
Max Jones,Left Wing,Forward,24,Anaheim Ducks,967,Ondrej Kase,Right Wing,Forward,6,Boston Bruins,978,282
John Hayden,Center,Forward,53,Arizona Coyotes,431,Kevin Rooney,Center,Forward,3,New York Rangers,595,282
Michael Stone,Defenseman,Defenseman,0,No team,544,TJ Brodie,Defenseman,Defenseman,10,Toronto Maple Leafs,1430,283
Denis Gurianov,Right Wing,Forward,25,Dallas Stars,872,Roope Hintz,Left Wing,Forward,25,Dallas Stars,953,283
Chandler Stephenson,Center,Forward,54,Vegas Golden Knights,964,Max Pacioretty,Left Wing,Forward,54,Vegas Golden Knights,1443,283
Luke Glendening,Center,Forward,17,Detroit Red Wings,948,Frans Nielsen,Center,Forward,17,Detroit Red Wings,871,283
Lucas Wallmark,Center,Forward,16,Chicago Blackhawks,886,Ryan Dzingel,Center,Forward,12,Carolina Hurricanes,937,284
Nick Bonino,Center,Forward,30,Minnesota Wild,1187,Colton Sissons,Center,Forward,18,Nashville Predators,868,284
Josh Morrissey,Defenseman,Defenseman,52,Winnipeg Jets,1606,Neal Pionk,Defenseman,Defenseman,52,Winnipeg Jets,1726,284
Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,1075,J.T. Compher,Center,Forward,21,Colorado Avalanche,1207,286
Boone Jenner,Center,Forward,29,Columbus Blue Jackets,1360,Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,916,287
Jake Guentzel,Left Wing,Forward,5,Pittsburgh Penguins,885,Dominik Simon,Center,Forward,20,Calgary Flames,922,287
Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,1315,Sam Steel,Center,Forward,24,Anaheim Ducks,1150,287
Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,1440,Ondrej Kase,Right Wing,Forward,6,Boston Bruins,978,287
Alec Martinez,Defenseman,Defenseman,54,Vegas Golden Knights,1115,Drew Doughty,Defenseman,Defenseman,26,Los Angeles Kings,1891,288
Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1467,Anthony Duclair,Left Wing,Forward,0,No team,1154,288
Brent Burns,Defenseman,Defenseman,28,San Jose Sharks,1968,Marc-Edouard Vlasic,Defenseman,Defenseman,28,San Jose Sharks,1480,288
Nikita Gusev,Left Wing,Forward,1,New Jersey Devils,1044,Pavel Zacha,Center,Forward,1,New Jersey Devils,1116,288
Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,907,Gaetan Haas,Center,Forward,22,Edmonton Oilers,578,289
Mackenzie MacEachern,Left Wing,Forward,19,St. Louis Blues,457,Ivan Barbashev,Center,Forward,19,St. Louis Blues,932,289
Nathan MacKinnon,Center,Forward,21,Colorado Avalanche,1631,Nazem Kadri,Center,Forward,21,Colorado Avalanche,925,290
Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1107,Noel Acciari,Center,Forward,13,Florida Panthers,1115,290
Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,1003,Jack Eichel,Center,Forward,7,Buffalo Sabres,1724,290
Patrik Nemeth,Defenseman,Defenseman,17,Detroit Red Wings,1469,Alex Biega,Defenseman,Defenseman,17,Detroit Red Wings,805,290
Chris Kreider,Left Wing,Forward,3,New York Rangers,1093,Ryan Strome,Center,Forward,3,New York Rangers,1462,290
Valtteri Filppula,Center,Forward,17,Detroit Red Wings,1226,Robby Fabbri,Center,Forward,17,Detroit Red Wings,1075,290
Olli Maatta,Defenseman,Defenseman,26,Los Angeles Kings,1239,Connor Murphy,Defenseman,Defenseman,16,Chicago Blackhawks,1332,290
Tyson Barrie,Defenseman,Defenseman,22,Edmonton Oilers,1628,Travis Dermott,Defenseman,Defenseman,10,Toronto Maple Leafs,1003,291
Andrew Copp,Center,Forward,52,Winnipeg Jets,1138,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1194,292
Adam Henrique,Center,Forward,24,Anaheim Ducks,1346,Troy Terry,Right Wing,Forward,24,Anaheim Ducks,756,293
Logan Couture,Center,Forward,28,San Jose Sharks,1064,Timo Meier,Right Wing,Forward,28,San Jose Sharks,1210,293
Matt Duchene,Center,Forward,18,Nashville Predators,1222,Viktor Arvidsson,Right Wing,Forward,18,Nashville Predators,1005,293
Mark Pysyk,Defenseman,Defenseman,25,Dallas Stars,746,Anton Stralman,Defenseman,Defenseman,13,Florida Panthers,1477,293
Ryan Donato,Center,Forward,28,San Jose Sharks,690,Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,853,294
Shea Weber,Defenseman,Defenseman,8,Montréal Canadiens,1627,Victor Mete,Defenseman,Defenseman,8,Montréal Canadiens,898,294
Chris Tierney,Center,Forward,9,Ottawa Senators,1320,Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1566,295
