p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Connor McDavid,Center,Forward,22,Edmonton Oilers,1516,Zack Kassian,Right Wing,Forward,22,Edmonton Oilers,933,705
Sean Couturier,Center,Forward,4,Philadelphia Flyers,1522,Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,1300,711
Adam Fox,Defenseman,Defenseman,3,New York Rangers,1388,Ryan Lindgren,Defenseman,Defenseman,3,New York Rangers,1014,713
Jordan Eberle,Right Wing,Forward,2,New York Islanders,1085,Mathew Barzal,Center,Forward,2,New York Islanders,1473,723
John Klingberg,Defenseman,Defenseman,25,Dallas Stars,1393,Esa Lindell,Defenseman,Defenseman,25,Dallas Stars,1738,726
Josh Morrissey,Defenseman,Defenseman,52,Winnipeg Jets,1606,Tucker Poolman,Defenseman,Defenseman,52,Winnipeg Jets,1054,727
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,1213,Brendan Gallagher,Right Wing,Forward,8,Montréal Canadiens,999,729
Dante Fabbro,Defenseman,Defenseman,18,Nashville Predators,1218,Mattias Ekholm,Defenseman,Defenseman,18,Nashville Predators,1690,730
Nathan MacKinnon,Center,Forward,21,Colorado Avalanche,1631,Mikko Rantanen,Right Wing,Forward,21,Colorado Avalanche,875,732
Tanner Pearson,Left Wing,Forward,23,Vancouver Canucks,1154,Bo Horvat,Center,Forward,23,Vancouver Canucks,1502,738
Kyle Palmieri,Right Wing,Forward,1,New Jersey Devils,1251,Nico Hischier,Center,Forward,1,New Jersey Devils,1162,738
Scott Mayfield,Defenseman,Defenseman,2,New York Islanders,1383,Devon Toews,Defenseman,Defenseman,21,Colorado Avalanche,1539,742
Dmitry Orlov,Defenseman,Defenseman,15,Washington Capitals,1701,Nick Jensen,Defenseman,Defenseman,15,Washington Capitals,1245,742
Blake Wheeler,Right Wing,Forward,52,Winnipeg Jets,1441,Mark Scheifele,Center,Forward,52,Winnipeg Jets,1671,746
Christopher Tanev,Defenseman,Defenseman,20,Calgary Flames,1462,Quinn Hughes,Defenseman,Defenseman,23,Vancouver Canucks,1611,749
Ryan McDonagh,Defenseman,Defenseman,14,Tampa Bay Lightning,1123,Erik Cernak,Defenseman,Defenseman,14,Tampa Bay Lightning,1339,766
Elias Lindholm,Center,Forward,20,Calgary Flames,1531,Sean Monahan,Center,Forward,20,Calgary Flames,1364,766
J.T. Miller,Center,Forward,23,Vancouver Canucks,1586,Brock Boeser,Right Wing,Forward,23,Vancouver Canucks,1149,767
Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1249,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1449,773
Marc-Edouard Vlasic,Defenseman,Defenseman,28,San Jose Sharks,1480,Erik Karlsson,Defenseman,Defenseman,28,San Jose Sharks,1397,784
Jason Demers,Defenseman,Defenseman,53,Arizona Coyotes,1063,Oliver Ekman-Larsson,Defenseman,Defenseman,53,Arizona Coyotes,1569,789
Kevin Shattenkirk,Defenseman,Defenseman,24,Anaheim Ducks,1400,Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1527,793
William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1310,Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1602,797
Brendan Gallagher,Right Wing,Forward,8,Montréal Canadiens,999,Phillip Danault,Center,Forward,8,Montréal Canadiens,1410,802
Brady Skjei,Defenseman,Defenseman,12,Carolina Hurricanes,1449,Jacob Trouba,Defenseman,Defenseman,3,New York Rangers,1604,806
Travis Zajac,Center,Forward,1,New Jersey Devils,1216,Blake Coleman,Center,Forward,14,Tampa Bay Lightning,1106,809
Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1436,Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1829,810
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1586,Tom Wilson,Right Wing,Forward,15,Washington Capitals,1389,841
Jaccob Slavin,Defenseman,Defenseman,12,Carolina Hurricanes,1673,Dougie Hamilton,Defenseman,Defenseman,12,Carolina Hurricanes,1175,853
David Savard,Defenseman,Defenseman,29,Columbus Blue Jackets,1461,Vladislav Gavrikov,Defenseman,Defenseman,29,Columbus Blue Jackets,1409,859
Johnny Gaudreau,Left Wing,Forward,20,Calgary Flames,1391,Elias Lindholm,Center,Forward,20,Calgary Flames,1531,864
Brock Boeser,Right Wing,Forward,23,Vancouver Canucks,1149,Elias Pettersson,Center,Forward,23,Vancouver Canucks,1418,866
Reilly Smith,Right Wing,Forward,54,Vegas Golden Knights,1319,Jonathan Marchessault,Center,Forward,54,Vegas Golden Knights,1279,868
Jordan Eberle,Right Wing,Forward,2,New York Islanders,1085,Anders Lee,Left Wing,Forward,2,New York Islanders,1373,868
Dustin Brown,Right Wing,Forward,26,Los Angeles Kings,1311,Alex Iafallo,Left Wing,Forward,26,Los Angeles Kings,1398,872
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,1213,Phillip Danault,Center,Forward,8,Montréal Canadiens,1410,878
Teddy Blueger,Center,Forward,5,Pittsburgh Penguins,1208,Brandon Tanev,Left Wing,Forward,5,Pittsburgh Penguins,1095,880
Reilly Smith,Right Wing,Forward,54,Vegas Golden Knights,1319,William Karlsson,Center,Forward,54,Vegas Golden Knights,1309,884
Sam Reinhart,Center,Forward,7,Buffalo Sabres,1544,Victor Olofsson,Left Wing,Forward,7,Buffalo Sabres,1082,885
Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1602,Mitchell Marner,Right Wing,Forward,10,Toronto Maple Leafs,1468,897
Zdeno Chara,Defenseman,Defenseman,0,No team,1462,Charlie McAvoy,Defenseman,Defenseman,6,Boston Bruins,1686,901
Shea Weber,Defenseman,Defenseman,8,Montréal Canadiens,1627,Ben Chiarot,Defenseman,Defenseman,8,Montréal Canadiens,1720,902
Jamie Benn,Left Wing,Forward,25,Dallas Stars,1219,Tyler Seguin,Center,Forward,25,Dallas Stars,1564,902
Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,1211,Aleksander Barkov,Center,Forward,13,Florida Panthers,1510,919
Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,1193,Bryan Rust,Right Wing,Forward,5,Pittsburgh Penguins,1215,924
Victor Olofsson,Left Wing,Forward,7,Buffalo Sabres,1082,Jack Eichel,Center,Forward,7,Buffalo Sabres,1724,929
Jonas Brodin,Defenseman,Defenseman,30,Minnesota Wild,1523,Matt Dumba,Defenseman,Defenseman,30,Minnesota Wild,1598,935
Gabriel Landeskog,Left Wing,Forward,21,Colorado Avalanche,1188,Nathan MacKinnon,Center,Forward,21,Colorado Avalanche,1631,945
Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,1211,Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1401,949
Brayden McNabb,Defenseman,Defenseman,54,Vegas Golden Knights,1482,Nate Schmidt,Defenseman,Defenseman,23,Vancouver Canucks,1364,949
Connor McDavid,Center,Forward,22,Edmonton Oilers,1516,Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1829,984
Artemi Panarin,Left Wing,Forward,3,New York Rangers,1568,Ryan Strome,Center,Forward,3,New York Rangers,1462,991
Roman Josi,Defenseman,Defenseman,18,Nashville Predators,1921,Ryan Ellis,Defenseman,Defenseman,18,Nashville Predators,1293,1000
Dustin Brown,Right Wing,Forward,26,Los Angeles Kings,1311,Anze Kopitar,Center,Forward,26,Los Angeles Kings,1622,1003
Patrice Bergeron,Center,Forward,6,Boston Bruins,1294,David Pastrnak,Right Wing,Forward,6,Boston Bruins,1531,1010
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1586,Nicklas Backstrom,Center,Forward,15,Washington Capitals,1290,1012
Mark Scheifele,Center,Forward,52,Winnipeg Jets,1671,Patrik Laine,Right Wing,Forward,52,Winnipeg Jets,1384,1022
Patrik Laine,Right Wing,Forward,52,Winnipeg Jets,1384,Kyle Connor,Left Wing,Forward,52,Winnipeg Jets,1618,1025
Brock Nelson,Center,Forward,2,New York Islanders,1524,Anthony Beauvillier,Left Wing,Forward,2,New York Islanders,1389,1035
Seth Jones,Defenseman,Defenseman,29,Columbus Blue Jackets,1637,Zach Werenski,Defenseman,Defenseman,29,Columbus Blue Jackets,1772,1043
Teuvo Teravainen,Left Wing,Forward,12,Carolina Hurricanes,1368,Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1509,1050
Max Pacioretty,Left Wing,Forward,54,Vegas Golden Knights,1443,Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1449,1070
Anders Lee,Left Wing,Forward,2,New York Islanders,1373,Mathew Barzal,Center,Forward,2,New York Islanders,1473,1079
Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,1420,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1394,1083
Alex Goligoski,Defenseman,Defenseman,53,Arizona Coyotes,1701,Jakob Chychrun,Defenseman,Defenseman,53,Arizona Coyotes,1476,1129
Johnny Gaudreau,Left Wing,Forward,20,Calgary Flames,1391,Sean Monahan,Center,Forward,20,Calgary Flames,1364,1135
J.T. Miller,Center,Forward,23,Vancouver Canucks,1586,Elias Pettersson,Center,Forward,23,Vancouver Canucks,1418,1164
Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1401,Aleksander Barkov,Center,Forward,13,Florida Panthers,1510,1167
Mark Scheifele,Center,Forward,52,Winnipeg Jets,1671,Kyle Connor,Left Wing,Forward,52,Winnipeg Jets,1618,1168
Brad Marchand,Left Wing,Forward,6,Boston Bruins,1562,David Pastrnak,Right Wing,Forward,6,Boston Bruins,1531,1169
Tyler Bertuzzi,Left Wing,Forward,17,Detroit Red Wings,1416,Dylan Larkin,Center,Forward,17,Detroit Red Wings,1655,1170
Brayden Schenn,Center,Forward,19,St. Louis Blues,1411,Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,1342,1192
David Perron,Left Wing,Forward,19,St. Louis Blues,1475,Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1681,1195
Patrice Bergeron,Center,Forward,6,Boston Bruins,1294,Brad Marchand,Left Wing,Forward,6,Boston Bruins,1562,1206
Anze Kopitar,Center,Forward,26,Los Angeles Kings,1622,Alex Iafallo,Left Wing,Forward,26,Los Angeles Kings,1398,1226
Matt Niskanen,Defenseman,Defenseman,4,Philadelphia Flyers,1555,Ivan Provorov,Defenseman,Defenseman,4,Philadelphia Flyers,1908,1232
Jared Spurgeon,Defenseman,Defenseman,30,Minnesota Wild,1516,Ryan Suter,Defenseman,Defenseman,30,Minnesota Wild,1798,1270
Darnell Nurse,Defenseman,Defenseman,22,Edmonton Oilers,1838,Ethan Bear,Defenseman,Defenseman,22,Edmonton Oilers,1646,1396
Sam Reinhart,Center,Forward,7,Buffalo Sabres,1544,Jack Eichel,Center,Forward,7,Buffalo Sabres,1724,1431
