p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,Alex Barre-Boulet,Center,Forward,14,Tampa Bay Lightning,229,160
Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,876,Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,943,160
Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,Brendan Gallagher,Right Wing,Forward,8,Montréal Canadiens,936,161
Keegan Kolesar,Right Wing,Forward,54,Vegas Golden Knights,632,Nicolas Roy,Center,Forward,54,Vegas Golden Knights,957,161
Jon Merrill,Defenseman,Defenseman,8,Montréal Canadiens,1079,Patrik Nemeth,Defenseman,Defenseman,21,Colorado Avalanche,1142,161
Sean Kuraly,Center,Forward,6,Boston Bruins,849,Curtis Lazar,Center,Forward,6,Boston Bruins,781,161
Connor Brown,Right Wing,Forward,9,Ottawa Senators,1029,Tim Stützle,Left Wing,Forward,9,Ottawa Senators,905,162
Robby Fabbri,Center,Forward,17,Detroit Red Wings,538,Filip Zadina,Right Wing,Forward,17,Detroit Red Wings,858,162
Mathieu Joseph,Right Wing,Forward,14,Tampa Bay Lightning,758,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,162
Nick Foligno,Left Wing,Forward,10,Toronto Maple Leafs,950,Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,1116,162
Zack Kassian,Right Wing,Forward,22,Edmonton Oilers,429,Connor McDavid,Center,Forward,22,Edmonton Oilers,1491,162
Anthony Beauvillier,Left Wing,Forward,2,New York Islanders,1215,Jordan Eberle,Right Wing,Forward,2,New York Islanders,1336,163
T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1160,Richard Panik,Right Wing,Forward,17,Detroit Red Wings,619,163
Calle Jarnkrok,Center,Forward,18,Nashville Predators,1024,Viktor Arvidsson,Right Wing,Forward,26,Los Angeles Kings,911,163
Drew Doughty,Defenseman,Defenseman,26,Los Angeles Kings,1546,Olli Maatta,Defenseman,Defenseman,26,Los Angeles Kings,689,163
Patrick Marleau,Center,Forward,28,San Jose Sharks,785,Tomas Hertl,Center,Forward,28,San Jose Sharks,994,163
Zach Parise,Left Wing,Forward,0,No team,698,Nick Bjugstad,Center,Forward,30,Minnesota Wild,575,163
Blake Lizotte,Center,Forward,26,Los Angeles Kings,521,Carl Grundstrom,Right Wing,Forward,26,Los Angeles Kings,585,164
Adam Boqvist,Defenseman,Defenseman,16,Chicago Blackhawks,630,Calvin de Haan,Defenseman,Defenseman,16,Chicago Blackhawks,834,164
Dmitry Orlov,Defenseman,Defenseman,15,Washington Capitals,1231,Nick Jensen,Defenseman,Defenseman,15,Washington Capitals,1050,164
Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,875,Josh Norris,Center,Forward,9,Ottawa Senators,945,164
Joakim Nordstrom,Center,Forward,20,Calgary Flames,524,Derek Ryan,Center,Forward,20,Calgary Flames,511,164
Mattias Janmark,Center,Forward,54,Vegas Golden Knights,1208,Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1400,164
Robert Hagg,Defenseman,Defenseman,4,Philadelphia Flyers,533,Travis Sanheim,Defenseman,Defenseman,4,Philadelphia Flyers,1269,165
Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,945,165
Sam Steel,Center,Forward,24,Anaheim Ducks,674,Max Comtois,Left Wing,Forward,24,Anaheim Ducks,894,166
Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,934,Elias Lindholm,Center,Forward,20,Calgary Flames,1206,166
Anton Stralman,Defenseman,Defenseman,13,Florida Panthers,870,Gustav Forsling,Defenseman,Defenseman,13,Florida Panthers,1057,166
Taylor Hall,Left Wing,Forward,6,Boston Bruins,1273,Victor Olofsson,Left Wing,Forward,7,Buffalo Sabres,1053,166
Andreas Athanasiou,Center,Forward,26,Los Angeles Kings,704,Adrian Kempe,Center,Forward,26,Los Angeles Kings,1021,166
Wayne Simmonds,Right Wing,Forward,10,Toronto Maple Leafs,556,Pierre Engvall,Left Wing,Forward,10,Toronto Maple Leafs,574,166
Phillip Danault,Center,Forward,8,Montréal Canadiens,1417,Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1423,166
Neal Pionk,Defenseman,Defenseman,52,Winnipeg Jets,1493,Josh Morrissey,Defenseman,Defenseman,52,Winnipeg Jets,1568,166
Pierre-Edouard Bellemare,Center,Forward,21,Colorado Avalanche,713,Logan O'Connor,Right Wing,Forward,21,Colorado Avalanche,292,166
Ilya Mikheyev,Right Wing,Forward,10,Toronto Maple Leafs,875,Wayne Simmonds,Right Wing,Forward,10,Toronto Maple Leafs,556,166
Jonathan Huberdeau,Left Wing,Forward,13,Florida Panthers,1289,Anthony Duclair,Left Wing,Forward,13,Florida Panthers,786,166
Paul Byron,Left Wing,Forward,8,Montréal Canadiens,1002,Phillip Danault,Center,Forward,8,Montréal Canadiens,1417,167
Scott Laughton,Center,Forward,4,Philadelphia Flyers,851,Nicolas Aube-Kubel,Right Wing,Forward,4,Philadelphia Flyers,582,167
Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1231,Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,946,167
Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,865,Jordan Martinook,Left Wing,Forward,12,Carolina Hurricanes,726,167
Johan Larsson,Left Wing,Forward,53,Arizona Coyotes,775,Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,746,167
Phillip Di Giuseppe,Left Wing,Forward,3,New York Rangers,358,Kevin Rooney,Center,Forward,3,New York Rangers,687,167
Tomas Tatar,Left Wing,Forward,8,Montréal Canadiens,890,Josh Anderson,Right Wing,Forward,8,Montréal Canadiens,1318,167
Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,793,Jared McCann,Left Wing,Forward,5,Pittsburgh Penguins,730,167
Kevin Labanc,Right Wing,Forward,28,San Jose Sharks,941,Timo Meier,Right Wing,Forward,28,San Jose Sharks,917,167
Nick Foligno,Left Wing,Forward,10,Toronto Maple Leafs,950,Patrik Laine,Left Wing,Forward,29,Columbus Blue Jackets,857,167
Christian Fischer,Right Wing,Forward,53,Arizona Coyotes,664,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1118,167
Conor Sheary,Left Wing,Forward,15,Washington Capitals,837,Tom Wilson,Right Wing,Forward,15,Washington Capitals,979,168
Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,888,Zach Parise,Left Wing,Forward,0,No team,698,168
Michael Rasmussen,Center,Forward,17,Detroit Red Wings,609,Valtteri Filppula,Center,Forward,17,Detroit Red Wings,628,168
Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1423,Brendan Gallagher,Right Wing,Forward,8,Montréal Canadiens,936,168
Jack Hughes,Center,Forward,1,New Jersey Devils,1139,Pavel Zacha,Center,Forward,1,New Jersey Devils,946,168
Justin Schultz,Defenseman,Defenseman,15,Washington Capitals,1106,Zdeno Chara,Defenseman,Defenseman,15,Washington Capitals,1136,168
Reilly Smith,Right Wing,Forward,54,Vegas Golden Knights,1342,Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,169
John Tavares,Center,Forward,10,Toronto Maple Leafs,1145,Ilya Mikheyev,Right Wing,Forward,10,Toronto Maple Leafs,875,169
Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1068,Warren Foegele,Left Wing,Forward,12,Carolina Hurricanes,942,169
Kyle Okposo,Right Wing,Forward,7,Buffalo Sabres,501,Tobias Rieder,Left Wing,Forward,7,Buffalo Sabres,539,169
David Krejci,Center,Forward,6,Boston Bruins,1277,Jake DeBrusk,Left Wing,Forward,6,Boston Bruins,761,170
Ben Chiarot,Defenseman,Defenseman,8,Montréal Canadiens,1641,Brett Kulak,Defenseman,Defenseman,8,Montréal Canadiens,943,170
Brett Pesce,Defenseman,Defenseman,12,Carolina Hurricanes,1703,Jake Gardiner,Defenseman,Defenseman,12,Carolina Hurricanes,459,170
Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,888,Kirill Kaprizov,Left Wing,Forward,30,Minnesota Wild,1255,170
Roman Josi,Defenseman,Defenseman,18,Nashville Predators,1462,Matt Benning,Defenseman,Defenseman,18,Nashville Predators,986,170
Vladimir Tarasenko,Right Wing,Forward,19,St. Louis Blues,519,Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1410,170
Scott Laughton,Center,Forward,4,Philadelphia Flyers,851,Oskar Lindblom,Left Wing,Forward,4,Philadelphia Flyers,659,170
Colin Miller,Defenseman,Defenseman,7,Buffalo Sabres,879,Brandon Montour,Defenseman,Defenseman,13,Florida Panthers,1165,171
Tim Stützle,Left Wing,Forward,9,Ottawa Senators,905,Josh Norris,Center,Forward,9,Ottawa Senators,945,171
Dougie Hamilton,Defenseman,Defenseman,12,Carolina Hurricanes,1699,Brady Skjei,Defenseman,Defenseman,12,Carolina Hurricanes,1384,171
Nikolai Knyzhov,Defenseman,Defenseman,28,San Jose Sharks,971,Marc-Edouard Vlasic,Defenseman,Defenseman,28,San Jose Sharks,922,171
Cody Ceci,Defenseman,Defenseman,5,Pittsburgh Penguins,1182,Marcus Pettersson,Defenseman,Defenseman,5,Pittsburgh Penguins,877,171
Derek Forbort,Defenseman,Defenseman,52,Winnipeg Jets,1416,Dylan DeMelo,Defenseman,Defenseman,52,Winnipeg Jets,988,171
Brandon Sutter,Center,Forward,23,Vancouver Canucks,664,Adam Gaudette,Center,Forward,16,Chicago Blackhawks,457,171
Jake McCabe,Defenseman,Defenseman,7,Buffalo Sabres,249,Rasmus Ristolainen,Defenseman,Defenseman,7,Buffalo Sabres,1185,171
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,942,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1473,171
Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,952,Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,1003,171
Eric Staal,Center,Forward,8,Montréal Canadiens,1054,Sam Reinhart,Right Wing,Forward,7,Buffalo Sabres,1123,171
Johan Larsson,Left Wing,Forward,53,Arizona Coyotes,775,Dryden Hunt,Left Wing,Forward,53,Arizona Coyotes,311,172
Blake Wheeler,Right Wing,Forward,52,Winnipeg Jets,1153,Pierre-Luc Dubois,Left Wing,Forward,52,Winnipeg Jets,898,172
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,Blake Coleman,Center,Forward,14,Tampa Bay Lightning,1369,172
Gabriel Landeskog,Left Wing,Forward,21,Colorado Avalanche,1427,Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,952,172
Joe Pavelski,Center,Forward,25,Dallas Stars,1130,Jason Dickinson,Center,Forward,25,Dallas Stars,918,172
Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,967,Wayne Simmonds,Right Wing,Forward,10,Toronto Maple Leafs,556,173
Denis Gurianov,Right Wing,Forward,25,Dallas Stars,962,Radek Faksa,Center,Forward,25,Dallas Stars,1037,173
Trevor Moore,Center,Forward,26,Los Angeles Kings,814,Blake Lizotte,Center,Forward,26,Los Angeles Kings,521,173
Juho Lammikko,Center,Forward,13,Florida Panthers,477,Ryan Lomberg,Left Wing,Forward,13,Florida Panthers,394,173
Jason Spezza,Center,Forward,10,Toronto Maple Leafs,695,Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,967,173
Miro Heiskanen,Defenseman,Defenseman,25,Dallas Stars,1501,Esa Lindell,Defenseman,Defenseman,25,Dallas Stars,1367,173
Sidney Crosby,Center,Forward,5,Pittsburgh Penguins,1362,Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,793,173
Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,Alex Barre-Boulet,Center,Forward,14,Tampa Bay Lightning,229,174
Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,945,Brendan Gallagher,Right Wing,Forward,8,Montréal Canadiens,936,174
Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,876,Scott Laughton,Center,Forward,4,Philadelphia Flyers,851,174
Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,611,Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1211,174
Mike Hoffman,Center,Forward,19,St. Louis Blues,941,Sammy Blais,Left Wing,Forward,19,St. Louis Blues,491,174
Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1127,Jordan Staal,Center,Forward,12,Carolina Hurricanes,1302,174
Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,1003,Nathan MacKinnon,Center,Forward,21,Colorado Avalanche,1241,174
Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1070,Sam Steel,Center,Forward,24,Anaheim Ducks,674,175
Nicolas Deslauriers,Left Wing,Forward,24,Anaheim Ducks,572,Carter Rowney,Center,Forward,24,Anaheim Ducks,271,175
Matt Calvert,Left Wing,Forward,21,Colorado Avalanche,249,Pierre-Edouard Bellemare,Center,Forward,21,Colorado Avalanche,713,175
Josh Manson,Defenseman,Defenseman,24,Anaheim Ducks,472,Jamie Drysdale,Defenseman,Defenseman,24,Anaheim Ducks,490,175
Jake Guentzel,Left Wing,Forward,5,Pittsburgh Penguins,1353,Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,707,176
Michael Dal Colle,Left Wing,Forward,2,New York Islanders,310,Brock Nelson,Center,Forward,2,New York Islanders,1517,176
Colin Blackwell,Center,Forward,3,New York Rangers,693,Kevin Rooney,Center,Forward,3,New York Rangers,687,176
Kevan Miller,Defenseman,Defenseman,6,Boston Bruins,629,Jakub Zboril,Defenseman,Defenseman,6,Boston Bruins,732,176
Andrew Copp,Center,Forward,52,Winnipeg Jets,1246,Pierre-Luc Dubois,Left Wing,Forward,52,Winnipeg Jets,898,176
Sean Monahan,Center,Forward,20,Calgary Flames,946,Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,934,176
Dennis Cholowski,Defenseman,Defenseman,17,Detroit Red Wings,256,Filip Hronek,Defenseman,Defenseman,17,Detroit Red Wings,1475,177
Noah Dobson,Defenseman,Defenseman,2,New York Islanders,1095,Nick Leddy,Defenseman,Defenseman,2,New York Islanders,1802,177
Jakub Zboril,Defenseman,Defenseman,6,Boston Bruins,732,Connor Clifton,Defenseman,Defenseman,6,Boston Bruins,1025,177
Patrice Bergeron,Center,Forward,6,Boston Bruins,1274,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,998,177
Nick Cousins,Center,Forward,18,Nashville Predators,808,Rocco Grimaldi,Right Wing,Forward,18,Nashville Predators,533,177
Noel Acciari,Center,Forward,13,Florida Panthers,748,Juho Lammikko,Center,Forward,13,Florida Panthers,477,178
Tyler Motte,Center,Forward,23,Vancouver Canucks,401,Brandon Sutter,Center,Forward,23,Vancouver Canucks,664,178
Darnell Nurse,Defenseman,Defenseman,22,Edmonton Oilers,1692,Adam Larsson,Defenseman,Defenseman,22,Edmonton Oilers,1257,178
Gabriel Vilardi,Center,Forward,26,Los Angeles Kings,831,Lias Andersson,Center,Forward,26,Los Angeles Kings,280,178
Joakim Nordstrom,Center,Forward,20,Calgary Flames,524,Mikael Backlund,Center,Forward,20,Calgary Flames,956,178
Brandon Sutter,Center,Forward,23,Vancouver Canucks,664,Antoine Roussel,Left Wing,Forward,23,Vancouver Canucks,425,178
Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1520,Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,865,179
Andy Greene,Defenseman,Defenseman,2,New York Islanders,1353,Scott Mayfield,Defenseman,Defenseman,2,New York Islanders,1626,179
Marc-Edouard Vlasic,Defenseman,Defenseman,28,San Jose Sharks,922,Erik Karlsson,Defenseman,Defenseman,28,San Jose Sharks,1366,179
Kurtis MacDermid,Defenseman,Defenseman,26,Los Angeles Kings,374,Sean Walker,Defenseman,Defenseman,26,Los Angeles Kings,907,179
Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,984,Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,804,180
Andreas Athanasiou,Center,Forward,26,Los Angeles Kings,704,Blake Lizotte,Center,Forward,26,Los Angeles Kings,521,180
Erik Haula,Left Wing,Forward,18,Nashville Predators,1026,Rocco Grimaldi,Right Wing,Forward,18,Nashville Predators,533,180
Adam Henrique,Center,Forward,24,Anaheim Ducks,845,Troy Terry,Right Wing,Forward,24,Anaheim Ducks,724,180
Brett Ritchie,Right Wing,Forward,20,Calgary Flames,364,Sean Monahan,Center,Forward,20,Calgary Flames,946,180
Jeff Petry,Defenseman,Defenseman,8,Montréal Canadiens,1952,Shea Weber,Defenseman,Defenseman,8,Montréal Canadiens,1761,181
Tyler Bozak,Center,Forward,19,St. Louis Blues,527,Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,800,181
Blake Comeau,Left Wing,Forward,25,Dallas Stars,819,Jason Dickinson,Center,Forward,25,Dallas Stars,918,181
Mackenzie MacEachern,Left Wing,Forward,19,St. Louis Blues,225,Kyle Clifford,Left Wing,Forward,19,St. Louis Blues,539,181
Jason Demers,Defenseman,Defenseman,53,Arizona Coyotes,725,Niklas Hjalmarsson,Defenseman,Defenseman,53,Arizona Coyotes,763,181
Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1277,181
Ryan Reaves,Right Wing,Forward,54,Vegas Golden Knights,482,Tomas Nosek,Left Wing,Forward,54,Vegas Golden Knights,580,181
Michael Bunting,Left Wing,Forward,53,Arizona Coyotes,351,Conor Garland,Right Wing,Forward,53,Arizona Coyotes,946,181
Jordie Benn,Defenseman,Defenseman,52,Winnipeg Jets,613,Quinn Hughes,Defenseman,Defenseman,23,Vancouver Canucks,1382,181
Ryan McDonagh,Defenseman,Defenseman,14,Tampa Bay Lightning,1708,Jan Rutta,Defenseman,Defenseman,14,Tampa Bay Lightning,1011,181
Jeff Carter,Center,Forward,5,Pittsburgh Penguins,1058,Adrian Kempe,Center,Forward,26,Los Angeles Kings,1021,182
Zach Sanford,Left Wing,Forward,19,St. Louis Blues,834,Jordan Kyrou,Center,Forward,19,St. Louis Blues,915,183
Nate Thompson,Center,Forward,52,Winnipeg Jets,517,Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,755,183
Zach Sanford,Left Wing,Forward,19,St. Louis Blues,834,David Perron,Left Wing,Forward,19,St. Louis Blues,1156,183
Viktor Arvidsson,Right Wing,Forward,26,Los Angeles Kings,911,Mikael Granlund,Center,Forward,18,Nashville Predators,1260,183
Ivan Barbashev,Center,Forward,19,St. Louis Blues,568,Kyle Clifford,Left Wing,Forward,19,St. Louis Blues,539,183
Samuel Girard,Defenseman,Defenseman,21,Colorado Avalanche,1414,Jacob MacDonald,Defenseman,Defenseman,21,Colorado Avalanche,507,184
Jonathan Marchessault,Center,Forward,54,Vegas Golden Knights,1431,Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,184
Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,755,Pierre-Luc Dubois,Left Wing,Forward,52,Winnipeg Jets,898,184
Miles Wood,Left Wing,Forward,1,New Jersey Devils,839,Pavel Zacha,Center,Forward,1,New Jersey Devils,946,184
Trevor Zegras,Center,Forward,24,Anaheim Ducks,427,Troy Terry,Right Wing,Forward,24,Anaheim Ducks,724,184
Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,813,Daniel Sprong,Right Wing,Forward,15,Washington Capitals,521,184
Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,Blake Coleman,Center,Forward,14,Tampa Bay Lightning,1369,185
Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1532,Jonathan Marchessault,Center,Forward,54,Vegas Golden Knights,1431,185
Seth Jones,Defenseman,Defenseman,29,Columbus Blue Jackets,1651,Vladislav Gavrikov,Defenseman,Defenseman,29,Columbus Blue Jackets,1088,185
Phillip Danault,Center,Forward,8,Montréal Canadiens,1417,Joel Armia,Right Wing,Forward,8,Montréal Canadiens,970,185
Connor Clifton,Defenseman,Defenseman,6,Boston Bruins,1025,Jeremy Lauzon,Defenseman,Defenseman,6,Boston Bruins,938,186
Kris Letang,Defenseman,Defenseman,5,Pittsburgh Penguins,1599,Pierre-Olivier Joseph,Defenseman,Defenseman,5,Pittsburgh Penguins,332,186
Derick Brassard,Center,Forward,53,Arizona Coyotes,813,Tyler Pitlick,Center,Forward,53,Arizona Coyotes,624,186
Rasmus Andersson,Defenseman,Defenseman,20,Calgary Flames,1192,Noah Hanifin,Defenseman,Defenseman,20,Calgary Flames,942,187
James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,991,Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1050,187
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1400,Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,946,187
Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,1003,J.T. Compher,Left Wing,Forward,21,Colorado Avalanche,855,187
Tyler Pitlick,Center,Forward,53,Arizona Coyotes,624,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,970,188
Jason Demers,Defenseman,Defenseman,53,Arizona Coyotes,725,Oliver Ekman-Larsson,Defenseman,Defenseman,53,Arizona Coyotes,1005,188
Mathew Barzal,Center,Forward,2,New York Islanders,1436,Anthony Beauvillier,Left Wing,Forward,2,New York Islanders,1215,188
Oskar Lindblom,Left Wing,Forward,4,Philadelphia Flyers,659,Nolan Patrick,Center,Forward,4,Philadelphia Flyers,738,189
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1088,Nolan Patrick,Center,Forward,4,Philadelphia Flyers,738,189
Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1517,Alex Chiasson,Right Wing,Forward,22,Edmonton Oilers,611,189
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1302,Martin Necas,Center,Forward,12,Carolina Hurricanes,1276,189
Eric Staal,Center,Forward,8,Montréal Canadiens,1054,Joel Armia,Right Wing,Forward,8,Montréal Canadiens,970,189
James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,991,Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,943,190
Patrick Marleau,Center,Forward,28,San Jose Sharks,785,Timo Meier,Right Wing,Forward,28,San Jose Sharks,917,190
Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,1116,Alexandre Texier,Center,Forward,29,Columbus Blue Jackets,844,190
Aaron Ekblad,Defenseman,Defenseman,13,Florida Panthers,978,Keith Yandle,Defenseman,Defenseman,13,Florida Panthers,1040,190
Colton Sissons,Center,Forward,18,Nashville Predators,916,Tanner Jeannot,Left Wing,Forward,18,Nashville Predators,247,190
Philipp Kurashev,Center,Forward,16,Chicago Blackhawks,767,Carl Soderberg,Center,Forward,21,Colorado Avalanche,715,190
Matt Duchene,Center,Forward,18,Nashville Predators,671,Erik Haula,Left Wing,Forward,18,Nashville Predators,1026,190
Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,746,Tyler Pitlick,Center,Forward,53,Arizona Coyotes,624,190
Max Domi,Center,Forward,29,Columbus Blue Jackets,971,Patrik Laine,Left Wing,Forward,29,Columbus Blue Jackets,857,191
Erik Gudbranson,Defenseman,Defenseman,18,Nashville Predators,850,Erik Brannstrom,Defenseman,Defenseman,9,Ottawa Senators,543,191
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1400,Philipp Kurashev,Center,Forward,16,Chicago Blackhawks,767,191
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,1184,Alexandre Texier,Center,Forward,29,Columbus Blue Jackets,844,191
Boone Jenner,Center,Forward,29,Columbus Blue Jackets,738,Alexandre Texier,Center,Forward,29,Columbus Blue Jackets,844,191
T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1160,Jakub Vrana,Left Wing,Forward,17,Detroit Red Wings,863,192
Connor Murphy,Defenseman,Defenseman,16,Chicago Blackhawks,1199,Calvin de Haan,Defenseman,Defenseman,16,Chicago Blackhawks,834,192
Jordan Martinook,Left Wing,Forward,12,Carolina Hurricanes,726,Warren Foegele,Left Wing,Forward,12,Carolina Hurricanes,942,192
Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1368,Jordie Benn,Defenseman,Defenseman,52,Winnipeg Jets,613,192
Colton Parayko,Defenseman,Defenseman,19,St. Louis Blues,801,Marco Scandella,Defenseman,Defenseman,19,St. Louis Blues,1079,193
Jordan Oesterle,Defenseman,Defenseman,53,Arizona Coyotes,785,Jason Demers,Defenseman,Defenseman,53,Arizona Coyotes,725,193
Rasmus Ristolainen,Defenseman,Defenseman,7,Buffalo Sabres,1185,Mattias Samuelsson,Defenseman,Defenseman,7,Buffalo Sabres,216,193
Colton Sceviour,Right Wing,Forward,5,Pittsburgh Penguins,441,Mark Jankowski,Center,Forward,5,Pittsburgh Penguins,492,193
Chris Wagner,Right Wing,Forward,6,Boston Bruins,614,Curtis Lazar,Center,Forward,6,Boston Bruins,781,193
William Karlsson,Center,Forward,54,Vegas Golden Knights,1505,Alex Tuch,Right Wing,Forward,54,Vegas Golden Knights,1341,194
Mike Reilly,Defenseman,Defenseman,6,Boston Bruins,1342,Brandon Carlo,Defenseman,Defenseman,6,Boston Bruins,685,194
Jimmy Vesey,Left Wing,Forward,23,Vancouver Canucks,653,Travis Boyd,Center,Forward,23,Vancouver Canucks,437,194
Joel Eriksson Ek,Center,Forward,30,Minnesota Wild,1136,Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1030,195
Riley Sheahan,Center,Forward,7,Buffalo Sabres,720,Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,770,195
Chris Tierney,Center,Forward,9,Ottawa Senators,860,Nick Paul,Left Wing,Forward,9,Ottawa Senators,968,195
Nazem Kadri,Center,Forward,21,Colorado Avalanche,1024,Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,952,195
Brent Burns,Defenseman,Defenseman,28,San Jose Sharks,1573,Erik Karlsson,Defenseman,Defenseman,28,San Jose Sharks,1366,196
Anthony Mantha,Right Wing,Forward,15,Washington Capitals,1219,Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,931,196
Brett Pesce,Defenseman,Defenseman,12,Carolina Hurricanes,1703,Jake Bean,Defenseman,Defenseman,12,Carolina Hurricanes,774,196
Richard Panik,Right Wing,Forward,17,Detroit Red Wings,619,Conor Sheary,Left Wing,Forward,15,Washington Capitals,837,196
Joel Eriksson Ek,Center,Forward,30,Minnesota Wild,1136,Kirill Kaprizov,Left Wing,Forward,30,Minnesota Wild,1255,196
Nicolas Roy,Center,Forward,54,Vegas Golden Knights,957,William Carrier,Left Wing,Forward,54,Vegas Golden Knights,760,197
Nicklas Backstrom,Center,Forward,15,Washington Capitals,1216,Conor Sheary,Left Wing,Forward,15,Washington Capitals,837,197
Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,865,Warren Foegele,Left Wing,Forward,12,Carolina Hurricanes,942,197
Denis Gurianov,Right Wing,Forward,25,Dallas Stars,962,Jason Robertson,Left Wing,Forward,25,Dallas Stars,909,197
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1146,197
Ivan Provorov,Defenseman,Defenseman,4,Philadelphia Flyers,1562,Travis Sanheim,Defenseman,Defenseman,4,Philadelphia Flyers,1269,198
Mattias Janmark,Center,Forward,54,Vegas Golden Knights,1208,Pius Suter,Center,Forward,16,Chicago Blackhawks,1009,198
